"W_DATE","W_TIME","W_WEEK","CTGRY","KIND","STDM","M_KOR_STN_NM","M_STN_C_DST","BEF_TWO_H_GOFF_PRNB","BEF_ONE_H_GOFF_PRNB","GOFF_PRNB"
"20190505","14","일","2","2","대전","쌍용(나사렛대)","60.012600","47","77","59"
"20190505","14","일","2","2","사직","거제(동해선)","1.314800","152","137","116"
"20190505","14","일","2","2","잠실","선릉","2.423500","366","403","238"
"20190505","14","일","2","2","창원","부전(동해선)","43.824800","294","264","301"
"20190505","16","일","1","0","수원 월드컵","신수원","2.482400","384","421","450"
"20190505","16","일","1","0","춘천 송암","남춘천","3.455800","256","244","249"
"20190507","18","화","2","2","고척","구일","0.300200","566","1188","1873"
"20190507","18","화","2","2","대구","동래(동해선)","79.416000","107","95","139"
"20190507","18","화","2","2","문학","연수","2.224000","313","520","761"
"20190507","18","화","2","2","수원","화서","2.453800","600","886","1337"
"20190507","18","화","2","2","잠실","선릉","2.423500","527","885","946"
"20190508","18","수","2","2","고척","구일","0.300200","543","1004","1867"
"20190508","18","수","2","2","대구","동래(동해선)","79.416000","114","95","175"
"20190508","18","수","2","2","문학","연수","2.224000","379","495","811"
"20190508","18","수","2","2","수원","화서","2.453800","558","949","1207"
"20190508","18","수","2","2","잠실","선릉","2.423500","643","865","1039"
"20190509","18","목","2","2","고척","구일","0.300200","662","1315","2960"
"20190509","18","목","2","2","대구","동래(동해선)","79.416000","104","101","162"
"20190509","18","목","2","2","문학","연수","2.224000","361","507","751"
"20190509","18","목","2","2","수원","화서","2.453800","633","833","1452"
"20190509","18","목","2","2","잠실","선릉","2.423500","637","992","1191"
"20190510","18","금","2","2","광주","신창(순천향대)","99.999999","128","56","185"
"20190510","18","금","2","2","대구","동래(동해선)","79.416000","115","131","149"
"20190510","18","금","2","2","수원","화서","2.453800","957","966","1408"
"20190510","18","금","2","2","잠실","선릉","2.423500","724","1095","1365"
"20190510","19","금","1","0","상주 시민","천안","99.967400","574","761","557"
"20190510","19","금","2","2","창원","부전(동해선)","43.824800","236","320","121"
"20190511","17","토","2","2","광주","신창(순천향대)","99.999999","87","93","74"
"20190511","17","토","2","2","대구","동래(동해선)","79.416000","112","85","120"
"20190511","17","토","2","2","수원","화서","2.453800","540","589","700"
"20190511","17","토","1","0","인천 전용","도원","0.298700","514","1181","421"
"20190511","17","토","2","2","잠실","선릉","2.423500","690","663","693"
"20190511","17","토","2","2","창원","부전(동해선)","43.824800","304","333","284"
"20190511","19","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190512","14","일","2","2","광주","신창(순천향대)","99.999999","99","95","131"
"20190512","14","일","2","2","대구","동래(동해선)","79.416000","29","90","62"
"20190512","14","일","2","2","수원","화서","2.453800","238","386","341"
"20190512","14","일","2","2","잠실","선릉","2.423500","445","458","294"
"20190512","14","일","1","0","제주 종합","부전(동해선)","99.999999","194","221","229"
"20190512","14","일","2","2","창원","부전(동해선)","43.824800","194","221","229"
"20190512","17","일","1","0","창원 축구센터","부전(동해선)","32.817100","259","237","194"
"20190512","19","일","1","0","울산 문수","일광(동해선)","29.950900","113","124","82"
"20190514","18","화","2","2","광주","신창(순천향대)","99.999999","106","72","126"
"20190514","18","화","2","2","대전","쌍용(나사렛대)","60.012600","106","284","216"
"20190514","18","화","2","2","사직","거제(동해선)","1.314800","64","176","180"
"20190514","18","화","2","2","잠실","선릉","2.423500","645","928","1103"
"20190514","18","화","2","2","창원","부전(동해선)","43.824800","213","222","230"
"20190515","18","수","2","2","광주","신창(순천향대)","99.999999","127","68","134"
"20190515","18","수","2","2","대전","쌍용(나사렛대)","60.012600","120","254","245"
"20190515","18","수","2","2","사직","거제(동해선)","1.314800","176","186","165"
"20190515","18","수","2","2","잠실","선릉","2.423500","630","939","1126"
"20190515","18","수","2","2","창원","부전(동해선)","43.824800","239","185","231"
"20190516","18","목","2","2","광주","신창(순천향대)","99.999999","88","58","159"
"20190516","18","목","2","2","대전","쌍용(나사렛대)","60.012600","169","231","238"
"20190516","18","목","2","2","사직","거제(동해선)","1.314800","66","193","209"
"20190516","18","목","2","2","잠실","선릉","2.423500","664","927","1258"
"20190516","18","목","2","2","창원","부전(동해선)","43.824800","236","190","257"
"20190517","18","금","2","2","고척","구일","0.300200","585","1571","2372"
"20190517","18","금","2","2","대전","쌍용(나사렛대)","60.012600","190","225","345"
"20190517","18","금","2","2","문학","연수","2.224000","476","468","806"
"20190517","18","금","2","2","수원","화서","2.453800","615","964","1301"
"20190517","18","금","2","2","잠실","선릉","2.423500","754","1073","1231"
"20190518","17","토","2","2","고척","구일","0.300200","1221","2974","995"
"20190518","17","토","2","2","대전","쌍용(나사렛대)","60.012600","151","107","172"
"20190518","17","토","2","2","문학","연수","2.224000","362","324","478"
"20190518","17","토","2","2","수원","화서","2.453800","529","560","666"
"20190518","17","토","1","0","수원 월드컵","신수원","2.482400","485","633","482"
"20190518","17","토","2","2","잠실","선릉","2.423500","682","612","664"
"20190518","19","토","1","0","전주 월드컵","신창(순천향대)","99.999999","68","148","104"
"20190519","14","일","2","2","고척","구일","0.300200","862","2160","602"
"20190519","14","일","2","2","대전","쌍용(나사렛대)","60.012600","62","115","96"
"20190519","14","일","2","2","문학","연수","2.224000","218","259","288"
"20190519","14","일","2","2","수원","화서","2.453800","261","273","325"
"20190519","14","일","2","2","잠실","선릉","2.423500","552","564","362"
"20190519","15","일","1","0","양산 종합","동래(동해선)","16.219000","74","54","84"
"20190519","17","일","1","0","성남 종합","모란","0.796000","1823","1436","1395"
"20190519","19","일","1","0","상주 시민","천안","99.967400","725","758","632"
"20190521","18","화","2","2","고척","구일","0.300200","498","910","1520"
"20190521","18","화","2","2","광주","신창(순천향대)","99.999999","111","55","151"
"20190521","18","화","2","2","대구","동래(동해선)","79.416000","73","181","168"
"20190521","18","화","2","2","수원","화서","2.453800","515","916","1367"
"20190521","18","화","2","2","잠실","선릉","2.423500","594","910","1161"
"20190522","18","수","2","2","고척","구일","0.300200","491","811","1568"
"20190522","18","수","2","2","광주","신창(순천향대)","99.999999","105","132","178"
"20190522","18","수","2","2","대구","동래(동해선)","79.416000","136","118","170"
"20190522","18","수","2","2","수원","화서","2.453800","478","846","1542"
"20190522","18","수","2","2","잠실","선릉","2.423500","643","949","1194"
"20190523","18","목","2","2","고척","구일","0.300200","481","949","1425"
"20190523","18","목","2","2","광주","신창(순천향대)","99.999999","116","59","126"
"20190523","18","목","2","2","대구","동래(동해선)","79.416000","118","94","167"
"20190523","18","목","2","2","수원","화서","2.453800","546","870","1395"
"20190523","18","목","2","2","잠실","선릉","2.423500","661","987","1198"
"20190524","18","금","2","2","광주","신창(순천향대)","99.999999","112","76","194"
"20190524","18","금","2","2","대구","동래(동해선)","79.416000","102","130","174"
"20190524","18","금","2","2","사직","거제(동해선)","1.314800","87","247","183"
"20190524","18","금","2","2","잠실","선릉","2.423500","680","974","1364"
"20190524","19","금","2","2","창원","부전(동해선)","43.824800","226","279","120"
"20190524","20","금","1","0","인천 전용","도원","0.298700","698","1111","354"
"20190525","17","토","2","2","광주","신창(순천향대)","99.999999","89","99","168"
"20190525","17","토","2","2","대구","동래(동해선)","79.416000","80","70","117"
"20190525","17","토","2","2","사직","거제(동해선)","1.314800","221","132","135"
"20190525","17","토","2","2","잠실","선릉","2.423500","538","661","681"
"20190525","17","토","2","2","창원","부전(동해선)","43.824800","301","301","215"
"20190525","17","토","1","0","포항 스틸야드","일광(동해선)","83.167500","177","188","97"
"20190525","19","토","1","0","성남 종합","모란","0.796000","1941","1870","1563"
"20190525","19","토","1","0","춘천 송암","남춘천","3.455800","370","221","302"
"20190526","14","일","2","2","광주","신창(순천향대)","99.999999","77","73","135"
"20190526","14","일","2","2","대구","동래(동해선)","79.416000","27","59","72"
"20190526","14","일","2","2","사직","거제(동해선)","1.314800","129","138","123"
"20190526","14","일","2","2","잠실","선릉","2.423500","529","593","403"
"20190526","14","일","2","2","창원","부전(동해선)","43.824800","242","201","271"
"20190526","19","일","1","0","전주 월드컵","신창(순천향대)","99.999999","276","168","372"
"20190528","18","화","2","2","고척","구일","0.300200","558","1073","1940"
"20190528","18","화","2","2","대전","쌍용(나사렛대)","60.012600","126","290","311"
"20190528","18","화","2","2","문학","연수","2.224000","359","498","756"
"20190528","18","화","2","2","잠실","선릉","2.423500","589","940","1142"
"20190528","18","화","2","2","창원","부전(동해선)","43.824800","174","191","275"
"20190528","19","화","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190528","19","화","1","0","제주 월드컵","부전(동해선)","99.999999","191","275","93"
"20190529","18","수","2","2","고척","구일","0.300200","560","1144","1839"
"20190529","18","수","2","2","대전","쌍용(나사렛대)","60.012600","213","199","317"
"20190529","18","수","2","2","문학","연수","2.224000","330","532","864"
"20190529","18","수","2","2","잠실","선릉","2.423500","610","869","1175"
"20190529","18","수","2","2","창원","부전(동해선)","43.824800","193","186","248"
"20190529","19","수","1","0","상주 시민","천안","99.967400","627","548","380"
"20190529","19","수","1","0","수원 월드컵","신수원","2.482400","576","964","872"
"20190529","19","수","1","0","울산 문수","일광(동해선)","29.950900","112","94","68"
"20190529","19","수","1","0","춘천 송암","남춘천","3.455800","222","135","290"
"20190530","18","목","2","2","고척","구일","0.300200","566","1117","2320"
"20190530","18","목","2","2","대전","쌍용(나사렛대)","60.012600","180","240","299"
"20190530","18","목","2","2","문학","연수","2.224000","303","520","747"
"20190530","18","목","2","2","잠실","선릉","2.423500","633","935","1179"
"20190530","18","목","2","2","창원","부전(동해선)","43.824800","207","191","253"
"20190531","18","금","2","2","광주","신창(순천향대)","99.999999","120","55","170"
"20190531","18","금","2","2","문학","연수","2.224000","390","539","754"
"20190531","18","금","2","2","사직","거제(동해선)","1.314800","87","191","153"
"20190531","18","금","2","2","수원","화서","2.453800","551","721","1570"
