"W_DATE","W_TIME","W_WEEK","CTGRY","KIND","STDM","M_KOR_STN_NM","M_STN_C_DST","BEF_TWO_H_GOFF_PRNB","BEF_ONE_H_GOFF_PRNB","GOFF_PRNB"
"20180927","18","목","2","2","잠실","선릉","2.423500","584","712","940"
"20180928","18","금","2","2","고척","구일","0.300200","629","1156","2010"
"20180928","18","금","2","2","대구","동래(동해선)","79.416000","75","85","116"
"20180928","18","금","2","2","대전","쌍용(나사렛대)","60.012600","199","192","215"
"20180928","18","금","2","2","문학","연수","2.224000","347","511","801"
"20180928","18","금","2","2","잠실","선릉","2.423500","647","826","1130"
"20180929","14","토","1","0","수원 월드컵","신수원","2.482400","441","483","389"
"20180929","16","토","1","0","전주 월드컵","신창(순천향대)","99.999999","111","102","81"
"20180929","16","토","1","0","제주 월드컵","부전(동해선)","99.999999","196","148","179"
"20180929","17","토","2","2","고척","구일","0.300200","708","1268","664"
"20180929","17","토","2","2","광주","신창(순천향대)","99.999999","102","81","128"
"20180929","17","토","2","2","대구","동래(동해선)","79.416000","55","48","63"
"20180929","17","토","2","2","수원","화서","2.453800","470","591","651"
"20180929","17","토","2","2","잠실","선릉","2.423500","587","526","563"
"20180930","14","일","2","2","고척","구일","0.300200","521","1165","422"
"20180930","14","일","2","2","광주","신창(순천향대)","99.999999","77","64","139"
"20180930","14","일","2","2","대구","동래(동해선)","79.416000","31","59","37"
"20180930","14","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20180930","14","일","2","2","수원","화서","2.453800","234","285","324"
"20180930","14","일","2","2","잠실","선릉","2.423500","446","475","265"
"20180930","16","일","1","0","인천 전용","도원","0.298700","448","1006","307"
"20180930","16","일","1","0","포항 스틸야드","일광(동해선)","83.167500","191","170","186"
"20181002","18","화","2","2","광주","신창(순천향대)","99.999999","107","62","152"
"20181002","18","화","2","2","문학","연수","2.224000","333","453","791"
"20181002","18","화","2","2","잠실","선릉","2.423500","650","766","1214"
"20181003","14","수","2","2","대구","동래(동해선)","79.416000","45","73","66"
"20181003","14","수","2","2","대전","쌍용(나사렛대)","60.012600","63","136","50"
"20181003","14","수","2","2","잠실","선릉","2.423500","627","464","437"
"20181004","18","목","2","2","대전","쌍용(나사렛대)","60.012600","190","237","334"
"20181004","18","목","2","2","문학","연수","2.224000","322","479","764"
"20181005","18","금","2","2","문학","연수","2.224000","320","441","742"
"20181005","18","금","2","2","사직","거제(동해선)","1.314800","51","148","118"
"20181006","14","토","1","0","춘천 송암","남춘천","3.455800","274","109","175"
"20181006","15","토","2","2","문학","연수","2.224000","300","277","321"
"20181006","17","토","2","2","사직","거제(동해선)","1.314800","77","45","62"
"20181006","17","토","2","2","수원","화서","2.453800","417","438","500"
"20181006","17","토","2","2","잠실","선릉","2.423500","572","609","494"
"20181006","na","토","2","2","문학","연수","2.224000","","",""
"20181007","14","일","1","0","상주 시민","천안","99.967400","537","415","654"
"20181007","14","일","2","2","잠실","선릉","2.423500","438","465","380"
"20181007","14","일","1","0","창원 축구센터","부전(동해선)","32.817100","226","231","279"
"20181007","16","일","1","0","울산 문수","일광(동해선)","29.950900","206","193","185"
"20181009","14","화","2","2","문학","연수","2.224000","228","240","250"
"20181009","14","화","2","2","사직","거제(동해선)","1.314800","119","168","88"
"20181009","14","화","2","2","수원","화서","2.453800","302","364","304"
"20181010","15","수","2","2","사직","거제(동해선)","1.314800","87","78","76"
"20181010","18","수","2","2","광주","신창(순천향대)","99.999999","130","69","116"
"20181010","18","수","2","2","사직","거제(동해선)","1.314800","65","188","180"
"20181010","18","수","2","2","잠실","선릉","2.423500","663","845","1044"
"20181011","18","목","2","2","광주","신창(순천향대)","99.999999","94","65","114"
"20181011","18","목","2","2","잠실","선릉","2.423500","706","852","1217"
"20181012","18","금","2","2","광주","신창(순천향대)","99.999999","113","65","147"
"20181012","18","금","2","2","수원","화서","2.453800","1229","972","1496"
"20181012","18","금","2","2","잠실","선릉","2.423500","725","906","1187"
"20181013","17","토","2","2","광주","신창(순천향대)","99.999999","98","96","148"
"20181013","17","토","2","2","대구","동래(동해선)","79.416000","87","86","104"
"20181013","17","토","2","2","대전","쌍용(나사렛대)","60.012600","175","84","182"
"20181013","17","토","2","2","문학","연수","2.224000","333","373","521"
"20181013","17","토","2","2","잠실","선릉","2.423500","661","598","712"
"20181014","14","일","2","2","사직","거제(동해선)","1.314800","60","85","79"
"20181016","18","화","2","3","고척","구일","0.300200","1223","3452","5101"
"20181019","18","금","2","3","대전","쌍용(나사렛대)","60.012600","193","203","228"
"20181020","14","토","2","3","대전","쌍용(나사렛대)","60.012600","140","296","122"
"20181020","14","토","1","0","수원 월드컵","신수원","2.482400","368","565","430"
"20181020","14","토","1","0","울산 문수","일광(동해선)","29.950900","255","261","161"
"20181020","14","토","1","0","전주 월드컵","신창(순천향대)","99.999999","117","76","137"
"20181020","14","토","1","0","제주 월드컵","부전(동해선)","99.999999","392","295","311"
"20181020","14","토","1","0","창원 축구센터","부전(동해선)","32.817100","392","295","311"
"20181022","18","월","2","3","고척","구일","0.300200","1212","3459","5173"
"20181023","18","화","2","3","고척","구일","0.300200","951","2891","5866"
"20181027","14","토","2","3","문학","연수","2.224000","372","331","294"
"20181027","14","토","1","0","포항 스틸야드","일광(동해선)","83.167500","253","247","218"
"20181027","16","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20181028","14","일","2","3","문학","연수","2.224000","239","236","296"
"20181028","14","일","1","0","인천 전용","도원","0.298700","305","915","318"
"20181028","16","일","1","0","울산 문수","일광(동해선)","29.950900","187","172","153"
"20181028","16","일","1","0","전주 월드컵","신창(순천향대)","99.999999","127","224","222"
"20181030","18","화","2","3","고척","구일","0.300200","963","2835","4777"
"20181031","18","수","2","3","고척","구일","0.300200","733","2089","4288"
"20181102","18","금","2","3","문학","연수","2.224000","355","495","815"
"20181103","14","토","1","0","제주 월드컵","부전(동해선)","99.999999","284","287","372"
"20181103","16","토","1","0","인천 전용","도원","0.298700","461","1046","569"
"20181104","14","일","2","3","잠실","선릉","2.423500","558","587","345"
"20181104","14","일","1","0","전주 월드컵","신창(순천향대)","99.999999","109","58","153"
"20181104","16","일","1","0","수원 월드컵","신수원","2.482400","321","401","437"
"20181104","16","일","1","0","춘천 송암","남춘천","3.455800","257","263","247"
"20181105","18","월","2","3","잠실","선릉","2.423500","610","810","987"
"20181107","18","수","2","3","문학","연수","2.224000","330","557","859"
"20181108","18","목","2","3","문학","연수","2.224000","316","457","703"
"20181109","18","금","2","3","문학","연수","2.224000","378","503","812"
"20181110","14","토","2","3","문학","연수","2.224000","309","307","279"
"20181110","14","토","1","0","수원 월드컵","신수원","2.482400","462","448","397"
"20181110","14","토","1","0","춘천 송암","남춘천","3.455800","354","210","269"
"20181110","16","토","1","0","제주 월드컵","부전(동해선)","99.999999","268","351","388"
"20181110","16","토","1","0","창원 축구센터","부전(동해선)","32.817100","268","351","388"
"20181111","14","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20181112","18","월","2","3","잠실","선릉","2.423500","623","754","1021"
"20181124","14","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20181124","16","토","1","0","상주 시민","천안","99.967400","720","593","595"
"20181125","14","일","1","0","울산 문수","일광(동해선)","29.950900","190","193","160"
"20181125","14","일","1","0","창원 축구센터","부전(동해선)","32.817100","230","264","234"
"20181125","16","일","1","0","포항 스틸야드","일광(동해선)","83.167500","160","151","186"
"20181201","14","토","1","0","상주 시민","천안","99.967400","620","486","697"
"20181201","14","토","1","0","인천 전용","도원","0.298700","887","1715","471"
"20181201","14","토","1","0","춘천 송암","남춘천","3.455800","322","189","225"
"20181202","14","일","1","0","수원 월드컵","신수원","2.482400","392","389","325"
"20181202","14","일","1","0","전주 월드컵","신창(순천향대)","99.999999","85","89","137"
"20181202","14","일","1","0","포항 스틸야드","일광(동해선)","83.167500","214","225","152"
"20181206","19","목","1","0","부산 구덕","부전(동해선)","6.769000","165","220","80"
"20181209","14","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190301","14","금","1","0","전주 월드컵","신창(순천향대)","99.999999","145","78","122"
"20190301","16","금","1","0","울산 문수","일광(동해선)","29.950900","265","220","207"
"20190301","16","금","1","0","창원 축구센터","부전(동해선)","32.817100","293","324","403"
"20190302","14","토","1","0","인천 전용","도원","0.298700","1344","2385","523"
"20190302","16","토","1","0","상주 시민","천안","99.967400","615","597","580"
"20190303","14","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190309","14","토","1","0","인천 전용","도원","0.298700","876","1807","454"
"20190309","16","토","1","0","수원 월드컵","신수원","2.482400","461","595","609"
"20190310","14","일","1","0","춘천 송암","남춘천","3.455800","251","118","208"
"20190310","14","일","1","0","포항 스틸야드","일광(동해선)","83.167500","127","120","68"
"20190310","16","일","1","0","성남 종합","모란","0.796000","1335","1429","1157"
"20190312","13","화","2","1","고척","구일","0.300200","456","1144","646"
"20190312","13","화","2","1","광주","신창(순천향대)","99.999999","114","161","89"
"20190312","13","화","2","1","대구","동래(동해선)","79.416000","54","51","53"
"20190312","13","화","2","1","대전","쌍용(나사렛대)","60.012600","171","195","142"
"20190312","13","화","2","1","상동","동래(동해선)","17.147200","54","51","53"
"20190313","13","수","2","1","고척","구일","0.300200","552","1071","578"
"20190313","13","수","2","1","광주","신창(순천향대)","99.999999","162","191","131"
"20190313","13","수","2","1","대구","동래(동해선)","79.416000","32","44","51"
"20190313","13","수","2","1","대전","쌍용(나사렛대)","60.012600","175","250","161"
"20190313","13","수","2","1","상동","동래(동해선)","17.147200","32","44","51"
"20190314","13","목","2","1","고척","구일","0.300200","443","834","444"
"20190314","13","목","2","1","광주","신창(순천향대)","99.999999","95","197","81"
"20190314","13","목","2","1","대구","동래(동해선)","79.416000","44","62","46"
"20190314","13","목","2","1","대전","쌍용(나사렛대)","60.012600","189","246","181"
"20190314","13","목","2","1","이천(LG)","부발(경강선)","3.796100","41","57","70"
"20190315","13","금","2","1","고척","구일","0.300200","449","788","533"
"20190315","13","금","2","1","광주","신창(순천향대)","99.999999","125","137","97"
"20190315","13","금","2","1","대구","동래(동해선)","79.416000","40","37","48"
"20190315","13","금","2","1","대전","쌍용(나사렛대)","60.012600","144","135","173"
"20190315","13","금","2","1","이천(LG)","부발(경강선)","3.796100","55","57","56"
"20190316","13","토","2","1","고척","구일","0.300200","764","980","547"
"20190316","13","토","2","1","광주","신창(순천향대)","99.999999","59","110","54"
"20190316","13","토","2","1","대구","동래(동해선)","79.416000","55","41","84"
"20190316","13","토","2","1","대전","쌍용(나사렛대)","60.012600","144","78","134"
"20190316","13","토","2","1","수원","화서","2.453800","406","371","468"
"20190316","14","토","1","0","상주 시민","천안","99.967400","810","533","799"
"20190316","16","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190316","16","토","1","0","성남 종합","모란","0.796000","1644","1814","1566"
"20190317","13","일","2","1","고척","구일","0.300200","544","754","479"
"20190317","13","일","2","1","광주","신창(순천향대)","99.999999","44","84","73"
"20190317","13","일","2","1","대구","동래(동해선)","79.416000","33","26","62"
"20190317","13","일","2","1","대전","쌍용(나사렛대)","60.012600","63","46","114"
"20190317","13","일","2","1","수원","화서","2.453800","273","289","329"
"20190317","14","일","1","0","전주 월드컵","신창(순천향대)","99.999999","84","73","158"
"20190317","16","일","1","0","포항 스틸야드","일광(동해선)","83.167500","231","156","182"
"20190319","13","화","2","1","고척","구일","0.300200","483","855","511"
"20190319","13","화","2","1","문학","연수","2.224000","186","205","265"
"20190319","17","화","2","1","사직","거제(동해선)","1.314800","121","68","177"
"20190319","18","화","2","1","수원","화서","2.453800","571","847","1399"
"20190319","18","화","2","1","창원","부전(동해선)","43.824800","202","242","280"
"20190320","13","수","2","1","고척","구일","0.300200","402","853","460"
"20190320","13","수","2","1","문학","연수","2.224000","191","235","263"
"20190320","13","수","2","1","사직","거제(동해선)","1.314800","82","68","63"
"20190320","13","수","2","1","수원","화서","2.453800","182","293","316"
"20190320","13","수","2","1","창원","부전(동해선)","43.824800","205","177","281"
"20190323","14","토","2","2","광주","신창(순천향대)","99.999999","88","63","118"
"20190323","14","토","2","2","문학","연수","2.224000","280","319","330"
"20190323","14","토","2","2","사직","거제(동해선)","1.314800","136","103","127"
"20190323","14","토","2","2","잠실","선릉","2.423500","1105","1142","767"
"20190323","14","토","2","2","창원","부전(동해선)","43.824800","311","275","321"
"20190324","14","일","2","2","광주","신창(순천향대)","99.999999","100","88","156"
"20190324","14","일","2","2","문학","연수","2.224000","262","276","302"
"20190324","14","일","2","2","사직","거제(동해선)","1.314800","110","140","135"
"20190324","14","일","2","2","잠실","선릉","2.423500","473","542","357"
"20190324","14","일","2","2","창원","부전(동해선)","43.824800","274","247","290"
"20190326","18","화","2","2","광주","신창(순천향대)","99.999999","103","82","110"
"20190326","18","화","2","2","문학","연수","2.224000","323","486","749"
"20190326","18","화","2","2","사직","거제(동해선)","1.314800","73","216","186"
"20190326","18","화","2","2","잠실","선릉","2.423500","618","885","1144"
"20190326","18","화","2","2","창원","부전(동해선)","43.824800","220","252","235"
"20190327","18","수","2","2","광주","신창(순천향대)","99.999999","125","51","134"
"20190327","18","수","2","2","문학","연수","2.224000","372","535","875"
"20190327","18","수","2","2","사직","거제(동해선)","1.314800","70","222","157"
"20190327","18","수","2","2","잠실","선릉","2.423500","667","961","1248"
"20190327","18","수","2","2","창원","부전(동해선)","43.824800","200","204","239"
"20190328","18","목","2","2","광주","신창(순천향대)","99.999999","83","44","105"
"20190328","18","목","2","2","문학","연수","2.224000","311","507","792"
"20190328","18","목","2","2","사직","거제(동해선)","1.314800","45","211","175"
"20190328","18","목","2","2","잠실","선릉","2.423500","689","1003","1317"
"20190328","18","목","2","2","창원","부전(동해선)","43.824800","214","195","269"
"20190329","18","금","2","2","고척","구일","0.300200","727","1478","2159"
"20190329","18","금","2","2","대구","동래(동해선)","79.416000","122","115","144"
"20190329","18","금","2","2","대전","쌍용(나사렛대)","60.012600","124","248","216"
"20190329","18","금","2","2","수원","화서","2.453800","579","843","1439"
"20190329","18","금","2","2","잠실","선릉","2.423500","655","1047","1286"
"20190329","19","금","1","0","울산 문수","일광(동해선)","29.950900","126","163","79"
"20190330","14","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190330","14","토","1","0","전주 월드컵","신창(순천향대)","99.999999","100","31","95"
"20190330","16","토","1","0","창원 축구센터","부전(동해선)","32.817100","320","262","295"
"20190330","17","토","2","2","고척","구일","0.300200","1067","2411","722"
"20190330","17","토","2","2","대구","동래(동해선)","79.416000","133","134","130"
"20190330","17","토","2","2","대전","쌍용(나사렛대)","60.012600","152","82","155"
"20190330","17","토","2","2","수원","화서","2.453800","412","598","562"
"20190330","17","토","2","2","잠실","선릉","2.423500","687","536","604"
"20190331","14","일","2","2","고척","구일","0.300200","728","1679","464"
"20190331","14","일","2","2","대구","동래(동해선)","79.416000","43","64","71"
"20190331","14","일","2","2","대전","쌍용(나사렛대)","60.012600","49","104","63"
"20190331","14","일","2","2","수원","화서","2.453800","277","285","383"
"20190331","14","일","2","2","잠실","선릉","2.423500","421","509","323"
"20190331","14","일","1","0","춘천 송암","남춘천","3.455800","414","126","200"
"20190331","16","일","1","0","수원 월드컵","신수원","2.482400","382","446","351"
"20190402","18","화","2","2","대구","동래(동해선)","79.416000","118","109","155"
"20190402","18","화","2","2","대전","쌍용(나사렛대)","60.012600","113","273","193"
"20190402","18","화","2","2","문학","연수","2.224000","291","502","777"
"20190402","18","화","2","2","잠실","선릉","2.423500","645","869","1048"
"20190402","18","화","2","2","창원","부전(동해선)","43.824800","174","226","216"
"20190402","19","화","1","0","울산 문수","일광(동해선)","29.950900","87","117","92"
"20190402","19","화","1","0","창원 축구센터","부전(동해선)","32.817100","226","216","104"
"20190403","18","수","2","2","대구","동래(동해선)","79.416000","114","109","163"
"20190403","18","수","2","2","대전","쌍용(나사렛대)","60.012600","174","186","340"
"20190403","18","수","2","2","문학","연수","2.224000","336","541","808"
"20190403","18","수","2","2","잠실","선릉","2.423500","633","889","1169"
"20190403","18","수","2","2","창원","부전(동해선)","43.824800","169","230","221"
"20190403","19","수","1","0","성남 종합","모란","0.796000","1945","3081","2639"
"20190403","19","수","1","0","수원 월드컵","신수원","2.482400","553","853","888"
"20190403","19","수","1","0","인천 전용","도원","0.298700","437","1215","903"
"20190403","19","수","1","0","포항 스틸야드","일광(동해선)","83.167500","73","118","75"
"20190404","18","목","2","2","대구","동래(동해선)","79.416000","138","94","165"
"20190404","18","목","2","2","대전","쌍용(나사렛대)","60.012600","178","231","215"
"20190404","18","목","2","2","문학","연수","2.224000","313","487","783"
"20190404","18","목","2","2","잠실","선릉","2.423500","610","895","1233"
"20190404","18","목","2","2","창원","부전(동해선)","43.824800","205","210","253"
"20190405","18","금","2","2","광주","신창(순천향대)","99.999999","128","62","151"
"20190405","18","금","2","2","문학","연수","2.224000","385","496","832"
"20190405","18","금","2","2","사직","거제(동해선)","1.314800","64","210","184"
"20190405","18","금","2","2","수원","화서","2.453800","546","814","1305"
"20190405","18","금","2","2","잠실","선릉","2.423500","643","1048","1351"
"20190406","14","토","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190406","16","토","1","0","상주 시민","천안","99.967400","699","587","581"
"20190406","16","토","1","0","전주 월드컵","신창(순천향대)","99.999999","132","108","87"
"20190406","17","토","2","2","광주","신창(순천향대)","99.999999","108","87","76"
"20190406","17","토","2","2","문학","연수","2.224000","342","350","431"
"20190406","17","토","2","2","사직","거제(동해선)","1.314800","208","168","137"
"20190406","17","토","2","2","수원","화서","2.453800","473","565","678"
"20190406","17","토","2","2","잠실","선릉","2.423500","611","555","580"
"20190407","14","일","2","2","광주","신창(순천향대)","99.999999","142","79","211"
"20190407","14","일","2","2","문학","연수","2.224000","220","289","295"
"20190407","14","일","2","2","사직","거제(동해선)","1.314800","72","110","122"
"20190407","14","일","2","2","수원","화서","2.453800","231","361","384"
"20190407","14","일","2","2","잠실","선릉","2.423500","484","469","336"
"20190407","14","일","1","0","춘천 송암","남춘천","3.455800","736","312","302"
"20190407","14","일","1","0","포항 스틸야드","일광(동해선)","83.167500","179","178","173"
"20190409","18","화","2","2","고척","구일","0.300200","521","781","1337"
"20190409","18","화","2","2","광주","신창(순천향대)","99.999999","102","70","118"
"20190409","18","화","2","2","대전","쌍용(나사렛대)","60.012600","94","293","212"
"20190409","18","화","2","2","사직","거제(동해선)","1.314800","74","178","158"
"20190409","18","화","2","2","잠실","선릉","2.423500","578","888","1119"
"20190410","18","수","2","2","고척","구일","0.300200","448","860","1288"
"20190410","18","수","2","2","광주","신창(순천향대)","99.999999","118","62","159"
"20190410","18","수","2","2","대전","쌍용(나사렛대)","60.012600","198","167","212"
"20190410","18","수","2","2","사직","거제(동해선)","1.314800","65","164","179"
"20190410","18","수","2","2","잠실","선릉","2.423500","603","926","1275"
"20190411","18","목","2","2","고척","구일","0.300200","537","882","1468"
"20190411","18","목","2","2","광주","신창(순천향대)","99.999999","110","60","168"
"20190411","18","목","2","2","대전","쌍용(나사렛대)","60.012600","129","228","324"
"20190411","18","목","2","2","사직","거제(동해선)","1.314800","60","198","137"
"20190411","18","목","2","2","잠실","선릉","2.423500","717","955","1145"
"20190412","18","금","2","2","고척","구일","0.300200","733","1291","3217"
"20190412","18","금","2","2","대구","동래(동해선)","79.416000","98","111","138"
"20190412","18","금","2","2","문학","연수","2.224000","415","504","840"
"20190412","18","금","2","2","잠실","선릉","2.423500","739","1054","1386"
"20190412","19","금","2","2","창원","부전(동해선)","43.824800","237","272","139"
"20190413","14","토","1","0","제주 종합","부전(동해선)","99.999999","304","282","352"
"20190413","16","토","1","0","성남 종합","모란","0.796000","1246","1531","1421"
"20190413","16","토","1","0","창원 축구센터","부전(동해선)","32.817100","352","307","470"
"20190413","17","토","2","2","고척","구일","0.300200","1775","3605","1218"
"20190413","17","토","2","2","대구","동래(동해선)","79.416000","58","81","111"
"20190413","17","토","2","2","문학","연수","2.224000","369","411","530"
"20190413","17","토","2","2","잠실","선릉","2.423500","668","633","585"
"20190413","17","토","2","2","창원","부전(동해선)","43.824800","307","470","252"
"20190414","14","일","2","2","고척","구일","0.300200","1102","2709","621"
"20190414","14","일","2","2","대구","동래(동해선)","79.416000","19","73","40"
"20190414","14","일","2","2","문학","연수","2.224000","223","253","249"
"20190414","14","일","1","0","수원 월드컵","신수원","2.482400","311","327","257"
"20190414","14","일","2","2","잠실","선릉","2.423500","511","453","292"
"20190414","14","일","2","2","창원","부전(동해선)","43.824800","188","205","234"
"20190414","16","일","1","0","인천 전용","도원","0.298700","563","1055","352"
"20190414","16","일","1","0","춘천 송암","남춘천","3.455800","230","239","209"
"20190416","18","화","2","2","사직","거제(동해선)","1.314800","62","244","172"
"20190416","18","화","2","2","수원","화서","2.453800","612","934","1374"
"20190416","18","화","2","2","잠실","선릉","2.423500","663","936","1124"
"20190416","18","화","2","2","창원","부전(동해선)","43.824800","199","242","242"
"20190416","18","화","2","2","포항","일광(동해선)","83.156500","146","107","136"
"20190417","18","수","2","2","사직","거제(동해선)","1.314800","61","239","181"
"20190417","18","수","2","2","수원","화서","2.453800","651","915","1471"
"20190417","18","수","2","2","잠실","선릉","2.423500","617","958","1216"
"20190417","18","수","2","2","창원","부전(동해선)","43.824800","230","233","250"
"20190417","18","수","2","2","포항","일광(동해선)","83.156500","93","86","135"
"20190418","18","목","2","2","사직","거제(동해선)","1.314800","56","219","155"
"20190418","18","목","2","2","수원","화서","2.453800","557","883","1324"
"20190418","18","목","2","2","잠실","선릉","2.423500","566","992","1197"
"20190418","18","목","2","2","창원","부전(동해선)","43.824800","209","243","232"
"20190418","18","목","2","2","포항","일광(동해선)","83.156500","104","145","124"
"20190419","18","금","2","2","광주","신창(순천향대)","99.999999","133","60","142"
"20190419","18","금","2","2","대전","쌍용(나사렛대)","60.012600","123","273","302"
"20190419","18","금","2","2","문학","연수","2.224000","352","519","784"
"20190419","18","금","2","2","사직","거제(동해선)","1.314800","80","238","187"
"20190419","18","금","2","2","잠실","선릉","2.423500","719","996","1607"
"20190420","16","토","1","0","상주 시민","천안","99.967400","686","529","667"
"20190420","16","토","1","0","창원 축구센터","부전(동해선)","32.817100","446","376","403"
"20190420","17","토","2","2","광주","신창(순천향대)","99.999999","87","95","141"
"20190420","17","토","2","2","대전","쌍용(나사렛대)","60.012600","174","153","96"
"20190420","17","토","2","2","문학","연수","2.224000","348","428","503"
"20190420","17","토","2","2","사직","거제(동해선)","1.314800","218","159","153"
"20190420","17","토","2","2","잠실","선릉","2.423500","695","631","671"
"20190420","18","토","1","0","울산 문수","일광(동해선)","29.950900","251","106","142"
"20190421","14","일","2","2","광주","신창(순천향대)","99.999999","91","62","118"
"20190421","14","일","2","2","대전","쌍용(나사렛대)","60.012600","53","96","62"
"20190421","14","일","2","2","문학","연수","2.224000","246","239","269"
"20190421","14","일","2","2","사직","거제(동해선)","1.314800","84","96","120"
"20190421","14","일","2","2","잠실","선릉","2.423500","444","579","382"
"20190421","14","일","1","0","제주 종합","부전(동해선)","99.999999","264","229","322"
"20190421","16","일","1","0","서울 월드컵","디지털미디어시티","0.877000","","",""
"20190423","18","화","2","2","고척","구일","0.300200","597","1139","1850"
"20190423","18","화","2","2","대구","동래(동해선)","79.416000","95","91","160"
"20190423","18","화","2","2","대전","쌍용(나사렛대)","60.012600","208","206","222"
"20190423","18","화","2","2","수원","화서","2.453800","535","762","1477"
"20190423","18","화","2","2","잠실","선릉","2.423500","581","775","1086"
"20190424","18","수","2","2","고척","구일","0.300200","525","1106","1890"
"20190424","18","수","2","2","대구","동래(동해선)","79.416000","97","119","131"
"20190424","18","수","2","2","대전","쌍용(나사렛대)","60.012600","205","181","177"
"20190424","18","수","2","2","수원","화서","2.453800","548","829","1445"
"20190424","18","수","2","2","잠실","선릉","2.423500","592","880","991"
"20190425","18","목","2","2","고척","구일","0.300200","561","1169","1859"
"20190425","18","목","2","2","대구","동래(동해선)","79.416000","110","92","182"
"20190425","18","목","2","2","대전","쌍용(나사렛대)","60.012600","165","205","271"
"20190425","18","목","2","2","수원","화서","2.453800","573","749","999"
"20190425","18","목","2","2","잠실","선릉","2.423500","651","960","1149"
"20190426","18","금","2","2","고척","구일","0.300200","648","1466","2381"
"20190426","18","금","2","2","대구","동래(동해선)","79.416000","64","121","159"
"20190426","18","금","2","2","수원","화서","2.453800","591","846","1297"
"20190426","18","금","2","2","잠실","선릉","2.423500","659","1022","1285"
"20190426","19","금","2","2","창원","부전(동해선)","43.824800","180","250","108"
"20190426","19","금","1","0","포항 스틸야드","일광(동해선)","83.167500","92","129","77"
"20190427","14","토","1","0","제주 종합","부전(동해선)","99.999999","382","275","341"
"20190427","16","토","1","0","춘천 송암","남춘천","3.455800","315","283","270"
"20190427","17","토","2","2","고척","구일","0.300200","1193","2947","848"
"20190427","17","토","2","2","대구","동래(동해선)","79.416000","116","119","138"
"20190427","17","토","2","2","수원","화서","2.453800","573","667","693"
"20190427","17","토","2","2","잠실","선릉","2.423500","685","710","637"
"20190427","17","토","2","2","창원","부전(동해선)","43.824800","440","474","311"
"20190427","18","토","1","0","인천 전용","도원","0.298700","587","1001","347"
"20190428","14","일","2","2","고척","구일","0.300200","875","2194","558"
"20190428","14","일","2","2","대구","동래(동해선)","79.416000","31","68","68"
"20190428","14","일","2","2","수원","화서","2.453800","271","334","369"
"20190428","14","일","2","2","잠실","선릉","2.423500","519","546","298"
"20190428","14","일","1","0","전주 월드컵","신창(순천향대)","99.999999","93","71","178"
"20190428","14","일","2","2","창원","부전(동해선)","43.824800","195","221","267"
"20190428","16","일","1","0","울산 문수","일광(동해선)","29.950900","113","143","149"
"20190430","18","화","2","2","광주","신창(순천향대)","99.999999","105","60","137"
"20190430","18","화","2","2","대전","쌍용(나사렛대)","60.012600","184","237","337"
"20190430","18","화","2","2","문학","연수","2.224000","336","525","754"
"20190430","18","화","2","2","사직","거제(동해선)","1.314800","77","205","173"
"20190430","18","화","2","2","잠실","선릉","2.423500","689","894","1205"
"20190501","18","수","2","2","광주","신창(순천향대)","99.999999","124","76","144"
"20190501","18","수","2","2","대전","쌍용(나사렛대)","60.012600","117","280","166"
"20190501","18","수","2","2","문학","연수","2.224000","402","453","574"
"20190501","18","수","2","2","사직","거제(동해선)","1.314800","85","265","122"
"20190501","18","수","2","2","잠실","선릉","2.423500","493","642","587"
"20190502","18","목","2","2","광주","신창(순천향대)","99.999999","81","58","160"
"20190502","18","목","2","2","대전","쌍용(나사렛대)","60.012600","190","199","249"
"20190502","18","목","2","2","문학","연수","2.224000","360","456","788"
"20190502","18","목","2","2","사직","거제(동해선)","1.314800","55","226","174"
"20190502","18","목","2","2","잠실","선릉","2.423500","617","872","1099"
"20190503","18","금","2","2","고척","구일","0.300200","647","1163","1779"
"20190503","18","금","2","2","대전","쌍용(나사렛대)","60.012600","121","256","249"
"20190503","18","금","2","2","사직","거제(동해선)","1.314800","58","223","176"
"20190503","18","금","2","2","잠실","선릉","2.423500","711","954","1145"
"20190503","19","금","2","2","창원","부전(동해선)","43.824800","260","312","102"
"20190504","14","토","2","2","고척","구일","0.300200","1111","2507","678"
"20190504","14","토","2","2","사직","거제(동해선)","1.314800","102","135","128"
"20190504","14","토","2","2","잠실","선릉","2.423500","906","935","604"
"20190504","14","토","1","0","제주 종합","부전(동해선)","99.999999","384","333","327"
"20190504","14","토","1","0","포항 스틸야드","일광(동해선)","83.167500","225","302","222"
"20190504","16","토","1","0","성남 종합","모란","0.796000","2561","2526","1961"
"20190504","17","토","2","2","대전","쌍용(나사렛대)","60.012600","170","187","126"
"20190504","17","토","2","2","창원","부전(동해선)","43.824800","357","382","248"
"20190505","14","일","2","2","고척","구일","0.300200","1302","2327","474"
